Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP) Homo sapiens R-HSA-400511	2/13	0.3833257749052144	0.592781104318757	0	0	1.619867489971605	1.5532424439845616	SPCS2;SEC11C
RHO GTPases Activate NADPH Oxidases Homo sapiens R-HSA-5668599	2/13	0.3833257749052144	0.592781104318757	0	0	1.619867489971605	1.5532424439845616	CYBA;RAC1
Purine salvage Homo sapiens R-HSA-74217	2/13	0.3833257749052144	0.592781104318757	0	0	1.619867489971605	1.5532424439845616	GMPR2;ADK
RA biosynthesis pathway Homo sapiens R-HSA-5365859	3/22	0.3859024010883498	0.5949153113764057	0	0	1.406798245614035	1.3395121946599122	ALDH1A1;RDH14;DHRS4
Resolution of AP sites via the multiple-nucleotide patch replacement pathway Homo sapiens R-HSA-110373	3/22	0.3859024010883498	0.5949153113764057	0	0	1.406798245614035	1.3395121946599122	PCNA;PARP1;POLE2
DNA Damage/Telomere Stress Induced Senescence Homo sapiens R-HSA-2559586	7/59	0.3860620637655399	0.5949153113764057	0	0	1.1995622419330172	1.1416919232178766	HIST1H4A;H1F0;H2AFX;HIST1H1D;HIST3H2BB;TP53;ASF1A
COPI-mediated anterograde transport Homo sapiens R-HSA-6807878	9/78	0.3887244735426536	0.5978519940085854	0	0	1.1623621025308242	1.0982979114694273	RAB1A;ARF1;SPTBN5;TMED10;TMED2;STX5;SPTAN1;ANK1;SPTBN1
RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription Homo sapiens R-HSA-504046	13/116	0.38887637300254485	0.5978519940085854	0	0	1.1248487547067536	1.0624126669591105	SSB;H2AFX;CHD3;HIST1H4A;RBBP4;TWISTNB;TFAM;MTERF1;HIST3H2BB;POLR3H;RBBP7;MTA2;POLR2K
Diseases of glycosylation Homo sapiens R-HSA-3781865	10/88	0.3962275405533132	0.608442757722474	0	0	1.142487013567153	1.0576763585252977	SPON2;MUCL1;SDC4;SDC2;OMD;DAG1;GPC3;SDC1;MUC15;GPC6
Pre-NOTCH Transcription and Translation Homo sapiens R-HSA-1912408	5/41	0.39959660469592934	0.6098588020978135	0	0	1.2375179300452388	1.1351748618640911	MOV10;JUN;CCND1;RBPJ;TP53
RNA Polymerase I Transcription Homo sapiens R-HSA-73864	9/79	0.40360922696694945	0.6098588020978135	0	0	1.1456929637526652	1.0394965394672921	HIST1H4A;RBBP4;H2AFX;TWISTNB;HIST3H2BB;CHD3;RBBP7;MTA2;POLR2K
Activation of Matrix Metalloproteinases Homo sapiens R-HSA-1592389	4/32	0.4068646720250738	0.6098588020978135	0	0	1.2728110599078342	1.144606720411191	MMP14;MMP15;FURIN;PLG
Regulation of beta-cell development Homo sapiens R-HSA-186712	4/32	0.4068646720250738	0.6098588020978135	0	0	1.2728110599078342	1.144606720411191	HNF4A;AKT2;HNF4G;RBPJ
DNA methylation Homo sapiens R-HSA-5334118	4/32	0.4068646720250738	0.6098588020978135	0	0	1.2728110599078342	1.144606720411191	HIST1H4A;UHRF1;H2AFX;HIST3H2BB
Oncogene Induced Senescence Homo sapiens R-HSA-2559585	4/32	0.4068646720250738	0.6098588020978135	0	0	1.2728110599078342	1.144606720411191	MOV10;CDK4;ERF;TP53
Thrombin signalling through proteinase activated receptors (PARs) Homo sapiens R-HSA-456926	4/32	0.4068646720250738	0.6098588020978135	0	0	1.2728110599078342	1.144606720411191	GNA11;GNB2;GNA12;F2
Neurotransmitter Release Cycle Homo sapiens R-HSA-112310	6/51	0.41133819657151155	0.6098588020978135	0	0	1.1880112601424078	1.0553573765248438	UNC13B;ALDH5A1;PPFIA1;ARL6IP5;CASK;LIN7C
G-protein beta:gamma signalling Homo sapiens R-HSA-397795	6/51	0.41133819657151155	0.6098588020978135	0	0	1.1880112601424078	1.0553573765248438	PLCB3;AKT2;GNB2;GRB2;PLCB1;JAK1
Toxicity of botulinum toxin type D (BoNT/D) Homo sapiens R-HSA-5250955	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	SV2A
Toxicity of botulinum toxin type F (BoNT/F) Homo sapiens R-HSA-5250981	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	SV2A
Sodium-coupled phosphate cotransporters Homo sapiens R-HSA-427652	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	SLC20A1
Catabolism of glucuronate to xylulose-5-phosphate Homo sapiens R-HSA-5661270	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	DCXR
APOBEC3G mediated resistance to HIV-1 infection Homo sapiens R-HSA-180689	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	BANF1
Disinhibition of SNARE formation Homo sapiens R-HSA-114516	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	PRKCA
Synthesis of GDP-mannose Homo sapiens R-HSA-446205	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	GMPPB
N-glycan trimming and elongation in the cis-Golgi Homo sapiens R-HSA-964739	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	MAN1A1
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling Homo sapiens R-HSA-2644607	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	CUL1
FBXW7 Mutants and NOTCH1 in Cancer Homo sapiens R-HSA-2644605	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	CUL1
PTK6 Expression Homo sapiens R-HSA-8849473	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	PELP1
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production Homo sapiens R-HSA-3134973	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	CTNNB1
FasL/ CD95L signaling Homo sapiens R-HSA-75157	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	FADD
Cyclin B2 mediated events Homo sapiens R-HSA-157881	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	CDC25C
Ficolins bind to repetitive carbohydrate structures on the target cell surface Homo sapiens R-HSA-2855086	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	MASP1
NOSTRIN mediated eNOS trafficking Homo sapiens R-HSA-203641	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	CAV1
Vitamin B2 (riboflavin) metabolism Homo sapiens R-HSA-196843	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	FLAD1
Sulfide oxidation to sulfate Homo sapiens R-HSA-1614517	1/5	0.41265234670308115	0.6098588020978135	0	0	2.2270812685827552	1.97130057521535	SUOX
The canonical retinoid cycle in rods (twilight vision) Homo sapiens R-HSA-2453902	3/23	0.4142076409686068	0.6098588020978135	0	0	1.3363839285714285	1.1778726012200795	RBP4;TTR;RBP1
Laminin interactions Homo sapiens R-HSA-3000157	3/23	0.4142076409686068	0.6098588020978135	0	0	1.3363839285714285	1.1778726012200795	LAMA4;ITGA6;NID1
RNA Polymerase III Transcription Termination Homo sapiens R-HSA-73980	3/23	0.4142076409686068	0.6098588020978135	0	0	1.3363839285714285	1.1778726012200795	SSB;POLR3H;POLR2K
MicroRNA (miRNA) biogenesis Homo sapiens R-HSA-203927	3/23	0.4142076409686068	0.6098588020978135	0	0	1.3363839285714285	1.1778726012200795	PRKRA;TARBP2;POLR2K
Gap-filling DNA repair synthesis and ligation in GG-NER Homo sapiens R-HSA-5696397	3/23	0.4142076409686068	0.6098588020978135	0	0	1.3363839285714285	1.1778726012200795	PCNA;POLE2;XRCC1
RAF-independent MAPK1/3 activation Homo sapiens R-HSA-112409	3/23	0.4142076409686068	0.6098588020978135	0	0	1.3363839285714285	1.1778726012200795	DUSP5;IL6ST;JAK1
Incretin synthesis, secretion, and inactivation Homo sapiens R-HSA-400508	3/23	0.4142076409686068	0.6098588020978135	0	0	1.3363839285714285	1.1778726012200795	SPCS2;CTNNB1;SEC11C
Transport of inorganic cations/anions and amino acids/oligopeptides Homo sapiens R-HSA-425393	11/99	0.4160201887817902	0.6098588020978135	0	0	1.1138570717131475	0.9768765877597352	SLC6A6;SLC25A26;SLC43A2;SLC20A1;SLC43A1;SLC17A5;SLC4A2;SLC7A11;SLC12A6;CALM1;SLC7A2
Early Phase of HIV Life Cycle Homo sapiens R-HSA-162594	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	BANF1;KPNA1
Regulation of IFNG signaling Homo sapiens R-HSA-877312	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	PIAS1;JAK1
Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor Homo sapiens R-HSA-156988	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	ADAM17;ADAM10
AMER1 mutants destabilize the destruction complex Homo sapiens R-HSA-4839748	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	PPP2R5A;PPP2R5C
Truncations of AMER1 destabilize the destruction complex Homo sapiens R-HSA-5467348	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	PPP2R5A;PPP2R5C
truncated APC mutants destabilize the destruction complex Homo sapiens R-HSA-4839744	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	PPP2R5A;PPP2R5C
AXIN missense mutants destabilize the destruction complex Homo sapiens R-HSA-5467340	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	PPP2R5A;PPP2R5C
AXIN mutants destabilize the destruction complex, activating WNT signaling Homo sapiens R-HSA-4839735	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	PPP2R5A;PPP2R5C
APC truncation mutants have impaired AXIN binding Homo sapiens R-HSA-5467337	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	PPP2R5A;PPP2R5C
FGFR4 ligand binding and activation Homo sapiens R-HSA-190322	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	KLB;FGFR4
DCC mediated attractive signaling Homo sapiens R-HSA-418885	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	ABLIM1;RAC1
Activation of Rac Homo sapiens R-HSA-428540	2/14	0.4202854831788578	0.6098588020978135	0	0	1.4847959015038836	1.2870523821053395	RAC1;ROBO1
TP53 Regulates Transcription of DNA Repair Genes Homo sapiens R-HSA-6796648	7/61	0.4202995723144507	0.6098588020978135	0	0	1.1550051542596274	1.0011440931460407	ATF2;JUN;CHEK1;PMS2;BRCA1;TP53;POLR2K
Cell death signalling via NRAGE, NRIF and NADE Homo sapiens R-HSA-204998	7/61	0.4202995723144507	0.6098588020978135	0	0	1.1550051542596274	1.0011440931460407	YWHAE;ARHGEF11;AKAP13;CASP2;RAC1;KALRN;VAV2
Deactivation of the beta-catenin transactivating complex Homo sapiens R-HSA-3769402	5/42	0.4203206181631587	0.6098588020978135	0	0	1.204004401621085	1.0435557437987453	AKT2;XIAP;CTNNB1;SOX9;YWHAZ
Sphingolipid de novo biosynthesis Homo sapiens R-HSA-1660661	4/33	0.4304155298972178	0.6231318342626387	0	0	1.2288525712329939	1.0359278643656278	CERS5;CERS6;VAPB;KDSR
Inactivation, recovery and regulation of the phototransduction cascade Homo sapiens R-HSA-2514859	4/33	0.4304155298972178	0.6231318342626387	0	0	1.2288525712329939	1.0359278643656278	PRKCA;CALM1;METAP1;METAP2
COPI-dependent Golgi-to-ER retrograde traffic Homo sapiens R-HSA-6811434	9/81	0.43337594884894987	0.6267282952584813	0	0	1.1137437810945274	0.9312565123325899	RAB1A;ARF1;TMED10;RACGAP1;KIF3B;TMED2;SEC22B;USE1;KIF15
FCERI mediated Ca+2 mobilization Homo sapiens R-HSA-2871809	7/62	0.43736140132224016	0.6317975896158815	0	0	1.133941803723116	0.9377646786258006	AHCYL1;ITPR1;ITPR2;ITPR3;GRB2;CALM1;VAV2
Glutamate Neurotransmitter Release Cycle Homo sapiens R-HSA-210500	3/24	0.4420801214743128	0.6358223386450226	0	0	1.2726757369614512	1.0388395697834185	UNC13B;ARL6IP5;PPFIA1
DARPP-32 events Homo sapiens R-HSA-180024	3/24	0.4420801214743128	0.6358223386450226	0	0	1.2726757369614512	1.0388395697834185	PPP3CC;PRKAR1B;CALM1
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol Homo sapiens R-HSA-193368	3/24	0.4420801214743128	0.6358223386450226	0	0	1.2726757369614512	1.0388395697834185	ACOT8;ACOX2;HSD17B4
Pyrimidine metabolism Homo sapiens R-HSA-73848	3/24	0.4420801214743128	0.6358223386450226	0	0	1.2726757369614512	1.0388395697834185	CAD;UMPS;DHODH
Costimulation by the CD28 family Homo sapiens R-HSA-388841	8/72	0.4432958624251463	0.636874841650101	0	0	1.1136872202884138	0.9060044562441906	YES1;AKT2;PPP2R5A;THEM4;GRB2;RAC1;PPP2R5C;ICOSLG
Negative regulation of FGFR2 signaling Homo sapiens R-HSA-5654727	4/34	0.453707135829529	0.6474540057310013	0	0	1.1878246484698098	0.9387418159515203	MKNK1;FRS2;GRB2;FGFR2
The phototransduction cascade Homo sapiens R-HSA-2514856	4/34	0.453707135829529	0.6474540057310013	0	0	1.1878246484698098	0.9387418159515203	PRKCA;CALM1;METAP1;METAP2
Synthesis of PIPs at the plasma membrane Homo sapiens R-HSA-1660499	4/34	0.453707135829529	0.6474540057310013	0	0	1.1878246484698098	0.9387418159515203	MTMR3;MTMR14;PIP4K2B;PIK3C2A
Collagen biosynthesis and modifying enzymes Homo sapiens R-HSA-1650814	7/63	0.4543450519099064	0.6474540057310013	0	0	1.1136307157057654	0.8785414267586935	CRTAP;COL2A1;BMP1;PCOLCE2;COL5A2;PLOD2;COLGALT1
Circadian Clock Homo sapiens R-HSA-400253	7/63	0.4543450519099064	0.6474540057310013	0	0	1.1136307157057654	0.8785414267586935	ATF2;CREB1;SERPINE1;NAMPT;BHLHE40;CUL1;SIRT1
Depolymerisation of the Nuclear Lamina Homo sapiens R-HSA-4419969	2/15	0.4560713247056521	0.6474540057310013	0	0	1.3705045574158117	1.0759914440719225	PRKCA;LEMD2
Processing of Intronless Pre-mRNAs Homo sapiens R-HSA-77595	2/15	0.4560713247056521	0.6474540057310013	0	0	1.3705045574158117	1.0759914440719225	CSTF3;PAPOLA
Association of licensing factors with the pre-replicative complex Homo sapiens R-HSA-69298	2/15	0.4560713247056521	0.6474540057310013	0	0	1.3705045574158117	1.0759914440719225	CDT1;CDC6
Prolactin receptor signaling Homo sapiens R-HSA-1170546	2/15	0.4560713247056521	0.6474540057310013	0	0	1.3705045574158117	1.0759914440719225	CUL1;PRLR
Constitutive Signaling by NOTCH1 HD Domain Mutants Homo sapiens R-HSA-2691232	2/15	0.4560713247056521	0.6474540057310013	0	0	1.3705045574158117	1.0759914440719225	ADAM17;ADAM10
Signaling by NOTCH1 HD Domain Mutants in Cancer Homo sapiens R-HSA-2691230	2/15	0.4560713247056521	0.6474540057310013	0	0	1.3705045574158117	1.0759914440719225	ADAM17;ADAM10
RNA Polymerase II HIV Promoter Escape Homo sapiens R-HSA-167162	5/44	0.46132948475928065	0.6476528822353287	0	0	1.1421332722226467	0.8836031527627191	GTF2A1;GTF2A2;GTF2B;TAF5;POLR2K
RNA Polymerase II Promoter Escape Homo sapiens R-HSA-73776	5/44	0.46132948475928065	0.6476528822353287	0	0	1.1421332722226467	0.8836031527627191	GTF2A1;GTF2A2;GTF2B;TAF5;POLR2K
RNA Polymerase II Transcription Initiation And Promoter Clearance Homo sapiens R-HSA-76042	5/44	0.46132948475928065	0.6476528822353287	0	0	1.1421332722226467	0.8836031527627191	GTF2A1;GTF2A2;GTF2B;TAF5;POLR2K
RNA Polymerase II Transcription Initiation Homo sapiens R-HSA-75953	5/44	0.46132948475928065	0.6476528822353287	0	0	1.1421332722226467	0.8836031527627191	GTF2A1;GTF2A2;GTF2B;TAF5;POLR2K
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening Homo sapiens R-HSA-73779	5/44	0.46132948475928065	0.6476528822353287	0	0	1.1421332722226467	0.8836031527627191	GTF2A1;GTF2A2;GTF2B;TAF5;POLR2K
HIV Transcription Initiation Homo sapiens R-HSA-167161	5/44	0.46132948475928065	0.6476528822353287	0	0	1.1421332722226467	0.8836031527627191	GTF2A1;GTF2A2;GTF2B;TAF5;POLR2K
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer Homo sapiens R-HSA-2173793	5/44	0.46132948475928065	0.6476528822353287	0	0	1.1421332722226467	0.8836031527627191	SMAD4;PARP1;SERPINE1;SKIL;TRIM33
Heparan sulfate/heparin (HS-GAG) metabolism Homo sapiens R-HSA-1638091	6/54	0.4668903751415281	0.6476528822353287	0	0	1.113574267262792	0.8481658579168481	SDC4;B3GAT3;SDC2;GPC3;SDC1;GPC6
Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell Homo sapiens R-HSA-112314	15/142	0.46693726412560865	0.6476528822353287	0	0	1.0522655476448677	0.8013637381171596	CAMK2D;PRKCA;AP2A1;AP2B1;AP2A2;DLG1;PLCB3;CREB1;GNB2;RPS6KA1;TSPAN7;CALM1;PLCB1;CAMK2G;AP2M1
tRNA processing Homo sapiens R-HSA-72306	11/103	0.4692902948448907	0.6476528822353287	0	0	1.0651903256539061	0.8058524171100062	NUP93;SEH1L;DDX1;NUP35;NUP88;NUP54;NUP43;NUP98;EPRS;RAE1;GTPBP3
Antigen Presentation: Folding, assembly and peptide loading of class I MHC Homo sapiens R-HSA-983170	3/25	0.4694178216431596	0.6476528822353287	0	0	1.214759199134199	0.9186762572034475	PDIA3;CANX;HLA-A
Constitutive Signaling by AKT1 E17K in Cancer Homo sapiens R-HSA-5674400	3/25	0.4694178216431596	0.6476528822353287	0	0	1.214759199134199	0.9186762572034475	CREB1;AKT2;RPS6KB2
G0 and Early G1 Homo sapiens R-HSA-1538133	3/25	0.4694178216431596	0.6476528822353287	0	0	1.214759199134199	0.9186762572034475	PCNA;RBBP4;CDC6
APC-Cdc20 mediated degradation of Nek2A Homo sapiens R-HSA-179409	3/25	0.4694178216431596	0.6476528822353287	0	0	1.214759199134199	0.9186762572034475	ANAPC16;UBE2E1;MAD2L1
Transmission across Chemical Synapses Homo sapiens R-HSA-112315	22/211	0.4697820162223491	0.6476528822353287	0	0	1.0370688307593665	0.7834914878685539	UNC13B;CAMK2D;CACFD1;CASK;PRKCA;AP2A1;AP2B1;LIN7C;AP2A2;PLCB3;DLG1;ALDH5A1;CREB1;GNB2;RPS6KA1;TSPAN7;ARL6IP5;PPFIA1;CALM1;PLCB1;CAMK2G;AP2M1
PPARA activates gene expression Homo sapiens R-HSA-1989781	12/113	0.47187736935455793	0.6476528822353287	0	0	1.0584735603605204	0.7949518947818004	ESRRA;FABP1;MED22;HMGCS1;ME1;APOA2;APOA1;NRF1;HMGCR;GRHL1;TNFRSF21;AGT
Synthesis of Dolichyl-phosphate Homo sapiens R-HSA-446199	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	DOLK
Telomere Extension By Telomerase Homo sapiens R-HSA-171319	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	WRAP53
Sensing of DNA Double Strand Breaks Homo sapiens R-HSA-5693548	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	KPNA2
DNA replication initiation Homo sapiens R-HSA-68952	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	POLE2
Telomere C-strand synthesis initiation Homo sapiens R-HSA-174430	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	POLE2
Assembly of the ORC complex at the origin of replication Homo sapiens R-HSA-68616	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	ORC6
Fibronectin matrix formation Homo sapiens R-HSA-1566977	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	FN1
Lectin pathway of complement activation Homo sapiens R-HSA-166662	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	MASP1
RSK activation Homo sapiens R-HSA-444257	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	RPS6KA1
LDL-mediated lipid transport Homo sapiens R-HSA-171052	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	APOB
SMAD2/3 Phosphorylation Motif Mutants in Cancer Homo sapiens R-HSA-3304356	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	TGFBR2
Methionine salvage pathway Homo sapiens R-HSA-1237112	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	MTAP
Metabolic disorders of biological oxidation enzymes Homo sapiens R-HSA-5579029	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	FDXR
Transport and synthesis of PAPS Homo sapiens R-HSA-174362	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	PAPSS2
Heme degradation Homo sapiens R-HSA-189483	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	HMOX2
Synthesis of Lipoxins (LX) Homo sapiens R-HSA-2142700	1/6	0.471959813118298	0.6476528822353287	0	0	1.781565906838454	1.337709139982979	PTGR1
SIRT1 negatively regulates rRNA Expression Homo sapiens R-HSA-427359	4/35	0.4766746625748073	0.653441516612965	0	0	1.1494436884655408	0.8516470474528903	HIST1H4A;H2AFX;HIST3H2BB;SIRT1
NRAGE signals death through JNK Homo sapiens R-HSA-193648	5/45	0.48151944580573547	0.659396036087771	0	0	1.113517874875869	0.8137685089972487	ARHGEF11;AKAP13;RAC1;KALRN;VAV2
Spry regulation of FGF signaling Homo sapiens R-HSA-1295596	2/16	0.4905436063821175	0.6696632634843015	0	0	1.2725405481974643	0.9063556824233722	MKNK1;GRB2
MAP3K8 (TPL2)-dependent MAPK1/3 activation Homo sapiens R-HSA-5684264	2/16	0.4905436063821175	0.6696632634843015	0	0	1.2725405481974643	0.9063556824233722	CUL1;IKBKG
Rap1 signalling Homo sapiens R-HSA-392517	2/16	0.4905436063821175	0.6696632634843015	0	0	1.2725405481974643	0.9063556824233722	YWHAB;YWHAZ
Termination of O-glycan biosynthesis Homo sapiens R-HSA-977068	3/26	0.4961337026899809	0.6758922906211334	0	0	1.1618788819875776	0.814372325829043	ST6GAL1;MUCL1;MUC15
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA) Homo sapiens R-HSA-5693554	3/26	0.4961337026899809	0.6758922906211334	0	0	1.1618788819875776	0.814372325829043	RAD51AP1;EXO1;BRCA1
Negative epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250941	8/76	0.505764459196111	0.6882999258553073	0	0	1.0479422002515577	0.7143656548142999	HIST1H4A;H2AFX;TWISTNB;SAP18;ARID4B;HIST3H2BB;SIRT1;POLR2K
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha) Homo sapiens R-HSA-400206	12/116	0.5095300753085663	0.6927082428781749	0	0	1.027768195929631	0.6929895604727091	ESRRA;FABP1;MED22;HMGCS1;ME1;APOA2;APOA1;NRF1;HMGCR;GRHL1;TNFRSF21;AGT
Muscle contraction Homo sapiens R-HSA-397014	20/196	0.514739991883173	0.6933503164320558	0	0	1.0121538041748146	0.6721646367829404	CAMK2D;AHCYL1;ANXA1;TPM4;TPM3;NPR2;TPM1;ITPR1;ITPR2;MYL6B;ITPR3;MYL12B;TTN;NPPC;ASPH;CALD1;MYH11;VIM;CALM1;CAMK2G
Steroid hormones Homo sapiens R-HSA-209943	4/37	0.5214118259537903	0.6933503164320558	0	0	1.079660124821415	0.7030909724653795	FDXR;LRP2;GC;LGMN
Interleukin-6 family signaling Homo sapiens R-HSA-6783589	3/27	0.5221547345532036	0.6933503164320558	0	0	1.113405257936508	0.7234810596435012	OSMR;IL6ST;JAK1
Caspase activation via extrinsic apoptotic signalig pathway Homo sapiens R-HSA-5357769	3/27	0.5221547345532036	0.6933503164320558	0	0	1.113405257936508	0.7234810596435012	TRADD;TNFRSF10B;FADD
Synthesis of bile acids and bile salts Homo sapiens R-HSA-192105	3/27	0.5221547345532036	0.6933503164320558	0	0	1.113405257936508	0.7234810596435012	ACOT8;ACOX2;HSD17B4
Acetylcholine Neurotransmitter Release Cycle Homo sapiens R-HSA-264642	2/17	0.5236027715283673	0.6933503164320558	0	0	1.1876384068748966	0.7684281199817414	UNC13B;PPFIA1
Hyaluronan metabolism Homo sapiens R-HSA-2142845	2/17	0.5236027715283673	0.6933503164320558	0	0	1.1876384068748966	0.7684281199817414	CHP1;CD44
activated TAK1 mediates p38 MAPK activation Homo sapiens R-HSA-450302	2/17	0.5236027715283673	0.6933503164320558	0	0	1.1876384068748966	0.7684281199817414	MAPKAPK2;IKBKG
Synthesis, secretion, and deacylation of Ghrelin Homo sapiens R-HSA-422085	2/17	0.5236027715283673	0.6933503164320558	0	0	1.1876384068748966	0.7684281199817414	SPCS2;SEC11C
Unblocking of NMDA receptor, glutamate binding and activation Homo sapiens R-HSA-438066	2/17	0.5236027715283673	0.6933503164320558	0	0	1.1876384068748966	0.7684281199817414	CAMK2D;CAMK2G
PKA-mediated phosphorylation of CREB Homo sapiens R-HSA-111931	2/17	0.5236027715283673	0.6933503164320558	0	0	1.1876384068748966	0.7684281199817414	CREB1;PRKAR1B
PKA activation in glucagon signalling Homo sapiens R-HSA-164378	2/17	0.5236027715283673	0.6933503164320558	0	0	1.1876384068748966	0.7684281199817414	PRKAR1B;GNAS
Acyl chain remodelling of PS Homo sapiens R-HSA-1482801	2/17	0.5236027715283673	0.6933503164320558	0	0	1.1876384068748966	0.7684281199817414	PLA2G16;LPCAT4
Metabolism of porphyrins Homo sapiens R-HSA-189445	2/17	0.5236027715283673	0.6933503164320558	0	0	1.1876384068748966	0.7684281199817414	CPOX;HMOX2
Cation-coupled Chloride cotransporters Homo sapiens R-HSA-426117	1/7	0.5252813567498174	0.6933503164320558	0	0	1.4845556656755865	0.9557884729749451	SLC12A6
Inositol transporters Homo sapiens R-HSA-429593	1/7	0.5252813567498174	0.6933503164320558	0	0	1.4845556656755865	0.9557884729749451	SLC2A13
POLB-Dependent Long Patch Base Excision Repair Homo sapiens R-HSA-110362	1/7	0.5252813567498174	0.6933503164320558	0	0	1.4845556656755865	0.9557884729749451	PARP1
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway Homo sapiens R-HSA-5649702	1/7	0.5252813567498174	0.6933503164320558	0	0	1.4845556656755865	0.9557884729749451	XRCC1
Defective CHST6 causes MCDC1 Homo sapiens R-HSA-3656225	1/7	0.5252813567498174	0.6933503164320558	0	0	1.4845556656755865	0.9557884729749451	OMD
Defective ST3GAL3 causes MCT12 and EIEE15 Homo sapiens R-HSA-3656243	1/7	0.5252813567498174	0.6933503164320558	0	0	1.4845556656755865	0.9557884729749451	OMD
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d) Homo sapiens R-HSA-3656244	1/7	0.5252813567498174	0.6933503164320558	0	0	1.4845556656755865	0.9557884729749451	OMD
Anchoring fibril formation Homo sapiens R-HSA-2214320	1/7	0.5252813567498174	0.6933503164320558	0	0	1.4845556656755865	0.9557884729749451	BMP1
