Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Toll-like receptor signaling pathway	5/104	0.9835090384312408	0.9999950236631014	0	0	0.4484266698765209	0.007456640964488482	JUN;AKT2;FADD;IKBKG;RAC1
Bile secretion	4/90	0.9843758120516459	0.9999950236631014	0	0	0.4130648046627041	0.006504751240704	NCEH1;GNAS;SLC4A2;HMGCR
Metabolism of xenobiotics by cytochrome P450	3/76	0.9861514925011478	0.9999950236631014	0	0	0.3650521852576647	0.005090759563666507	GSTO1;GSTP1;MGST3
Systemic lupus erythematosus	7/135	0.9863678399056968	0.9999950236631014	0	0	0.48525643016898606	0.006660596358085533	C3;C4A;C5;SSB;ACTN1;ACTN4;C2
cAMP signaling pathway	13/216	0.9875872288300636	0.9999950236631014	0	0	0.5675436743955327	0.007088877656047203	JUN;CAMK2D;VAV2;AFDN;CREB1;AKT2;CREB3L2;GNAS;SOX9;RAC1;ACOX3;CALM1;CAMK2G
Graft-versus-host disease	1/42	0.9886000971778001	0.9999950236631014	0	0	0.21682902656578598	0.002486027143600368	HLA-A
Inflammatory bowel disease	2/65	0.9918459957312326	0.9999950236631014	0	0	0.2820155661008413	0.002308982702944616	JUN;IL18
Type II diabetes mellitus	1/46	0.992558474415429	0.9999950236631014	0	0	0.19751128730316045	0.0014752813029075976	PKM
Taste transduction	3/86	0.9940561574323705	0.9999950236631014	0	0	0.32089070567986233	0.0019130148143382906	PLCB3;ITPR3;PLCB1
Protein digestion and absorption	4/103	0.9943680230248856	0.9999950236631014	0	0	0.3585633004987844	0.0020251283587503967	COL2A1;MEP1A;COL5A2;PRSS3
GABAergic synapse	3/89	0.995409000482173	0.9999950236631014	0	0	0.30964493355481726	0.001424852998792997	GABARAPL2;GNB2;PRKCA
Ovarian steroidogenesis	1/51	0.9956338213943431	0.9999950236631014	0	0	0.17771060455896928	7.776150808325184E-4	GNAS
Morphine addiction	3/91	0.9961391287773912	0.9999950236631014	0	0	0.30257372835497837	0.001170459153305123	GNB2;GNAS;PRKCA
Autoimmune thyroid disease	1/53	0.9964723905193181	0.9999950236631014	0	0	0.1708565220705954	6.037806655213583E-4	HLA-A
Hematopoietic cell lineage	3/99	0.9980833244024807	0.9999950236631014	0	0	0.2772352430555556	5.318799087422746E-4	TFRC;ITGA6;CD44
Steroid hormone biosynthesis	1/61	0.9984964923640236	0.9999950236631014	0	0	0.14800958044268253	2.2270099269828736E-4	HSD17B8
Herpes simplex virus 1 infection	31/498	0.9992155266340991	0.9999950236631014	0	0	0.5848086376933981	4.5894683975085236E-4	ZNF254;TRADD;C3;NXF1;C5;AKT2;ZNF768;ZNF689;IKBKG;BAK1;FADD;BID;ZFP37;NXF5;JAK1;PDIA3;ZNF382;EIF2AK1;EIF2AK2;TSC1;HLA-A;SRPK1;MAVS;ZNF737;BAX;ZNF777;SRSF6;TP53;BIRC2;NECTIN2;BCL2L1
Cytokine-cytokine receptor interaction	13/295	0.9998990908472549	0.9999950236631014	0	0	0.4067354673567949	4.104540236556641E-5	IL32;IL18;TNFRSF10B;TNFRSF11A;OSMR;PRLR;CX3CL1;TNFRSF10D;TGFBR2;LTBR;IL6ST;TNFRSF21;IL13RA1
Olfactory transduction	3/440	0.9999947252891842	0.9999950236631014	0	0	0.05974174566851912	3.151212631196902E-7	CAMK2D;CALM1;CAMK2G
Neuroactive ligand-receptor interaction	10/341	0.9999950236631014	0.9999950236631014	0	0	0.26542191557928896	1.3208321586378572E-6	C3;C5;P2RX4;PLG;PRSS3;F2;NTS;PRLR;AGT;KNG1
